Title,fulltitle,movie_year,Categories,summary,"Image URL",imdb_id,imdb_rating,runtime,language,ytid
"American Wedding","American Wedding (2003)",2003,Action|Comedy|Romance,"Jim Levenstein has finally found the courage to ask his girlfriend, Michelle Flaherty to marry him. She agrees to get married, but the problems don't stop there for Jim. Now along with Paul Finch and Kevin Myers, Jim must plan the wedding. Unfortunately Steve Stifler is in town and won't let the wedding go past without having some fun himself, which includes setting up a secret bachelor party.",https://hydramovies.com/wp-content/uploads/2018/04/American-Wedding-Movie-Poster.jpg,tt0328828,6.3,96,English,KqiBn-97GEo
"American Pie 2","American Pie 2 (2001)",2001,Action|Comedy|Romance,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant.",https://hydramovies.com/wp-content/uploads/2018/04/American-Pie-2-Movie-Poster.jpg,tt0252866,6.4,108,English,cSGvEfL0qRM
"Bridge of Spies","Bridge of Spies (2015)",2015,Action|Biography|Drama|History|Thriller,"In the cold war, a lawyer, James B. Donovan is recruited by the CIA and involved in an intense negotiation mission to release and exchange a CIA U-2 spy-plane pilot, Francis G. Powers. The pilot was arrested alive after his plane was shot down by the Soviet Union during a mission and stays in the company of a KGB intelligence officer, Rudolf Abel, who was arrested for espionage in the US.",https://hydramovies.com/wp-content/uploads/2018/04/Bridge-of-Spies-Movie-Poster.jpg,tt3682448,7.6,142,English,mBBuzHrZBro
"Escobar: Paradise Lost","Escobar: Paradise Lost (2014)",2014,Action|Crime|Drama|History|Romance,"Nicko and his brother take off from Canada in search of an easier life on the beaches of Colombia. Nicko meets a girl in the local village and they quickly fall in love, only for Nicko to later find out that Maria's uncle is the drug trafficker, Pablo Escobar. His life takes a dramatic turn after meeting El Patron, and Nick is forced into impossible situations to try and keep his family safe, but does Pablo have other ideas?",https://hydramovies.com/wp-content/uploads/2018/04/Escobar-Paradise-Lost-Movie-Poster.jpg,tt2515030,6.5,120,English,CSen29S0DLE
"Boiler Room","Boiler Room (2000)",2000,Action|Crime|Drama|Thriller,"Seth Davis is a college dropout running an illegal casino from his rented apartment. Driven by his domineering fathers disapproval at his illegitimate existence and his desire for serious wealth, Seth suddenly finds himself seduced by the opportunity to interview as a trainee stock broker from recent acquaintance Greg (Nicky Katt). Walking into the offices of JT Marlin, a small time brokerage firm on the outskirts of New York - Seth gets an aggressive cameo performance from Jay (Ben Affleck) that sets the tone for a firm clearly placing money above all else. Seth's fractured relationship with his father and flirtatious glances from love interest Abbie (Nia Long) are enough to keep Seth motivated in his new found career. As he begins to excel and develop a love for the hard sale and high commission, a few chance encounters leads Seth to question the legitimacy of the firm's operations - placing him once again at odds with his father and what remains of his morality. With homages to ...",https://hydramovies.com/wp-content/uploads/2018/04/Boiler-Room-Movie-Poster.jpg,tt0181984,7,120,English,UoTx9RpL5W4
"Roald Dahl's Esio Trot","Roald Dahl's Esio Trot (2015)",2015,Action|Comedy|Family|Romance,"Lonely, ageing bachelor Mr Hoppy lives in a London flat and has two loves in his life - his balcony garden and Mrs Silver, the widow in the flat below. Sadly Mrs Silver is too fond of her tortoise Alfie to respond. Noting that Mrs Silver is perturbed that Alfie never seems to grow Mr Hoppy hatches a plan to show her how much he cares. This involves buying dozens of tortoises of increasing sizes to gradually substitute for Alfire, leading Mrs Silver to believe that a Bedouin chant - Esio Trot - is making her pet grow. However he is rumbled when one of the tortoises escapes. And, with another, brash resident vying for Mrs Silver's affections, will Mr Hoppy find happiness with the woman he loves?",https://hydramovies.com/wp-content/uploads/2018/04/Roald-Dahls-Esio-Trot-Movie-Poster.jpg,tt3205394,7,88,English,165NXvc4JIw
"Peter Pan","Peter Pan (2003)",2003,Action|Adventure|Family|Fantasy|Romance,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling, and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland. Wendy and her brothers join Peter and the Lost Boys in an exhilarating life--free of grown-up rules--while also facing the inevitable showdown with Hook and his bloodthirsty pirates.",https://hydramovies.com/wp-content/uploads/2018/04/Peter-Pan-Movie-Poster.jpg,tt0316396,6.9,113,English,TongJJMgBeY
Spectre,"Spectre (2015)",2015,Action|Adventure|Thriller,"A cryptic message from the past sends James Bond on a rogue mission to Mexico City and eventually Rome, where he meets Lucia, the beautiful and forbidden widow of an infamous criminal. Bond infiltrates a secret meeting and uncovers the existence of the sinister organisation known as SPECTRE. Meanwhile back in London, Max Denbigh, the new head of the Centre of National Security, questions Bond's actions and challenges the relevance of MI6 led by M. Bond covertly enlists Moneypenny and Q to help him seek out Madeleine Swann, the daughter of his old nemesis Mr White, who may hold the clue to untangling the web of SPECTRE. As the daughter of the assassin, she understands Bond in a way most others cannot. As Bond ventures towards the heart of SPECTRE, he learns a chilling connection between himself and the enemy he seeks.",https://hydramovies.com/wp-content/uploads/2018/04/Spectre-Movie-Poster.jpg,tt2379713,6.8,148,English,7GqClqvlObY
Legend,"Legend (2015)",2015,Action|Biography|Crime|Drama|History,"The true story of London's most notorious gangsters, twins Reggie and Ronnie Kray. As the brothers rise through the criminal underworld, Ronnie advances the family business with violence and intimidation while Reggie struggles to go legitimate for local girl Frances Shea. In and out of prison, Ronnie's unpredictable tendencies and the slow disintegration of Reggie's marriage threaten to bring the brothers' empire tumbling to the ground.",https://hydramovies.com/wp-content/uploads/2018/04/Legend-Movie-Poster.jpg,tt3569230,7,132,English,yI3v6KfR9Mw
Truth,"Truth (2015)",2015,Action|Biography|Drama|History,"The story of The Killian Documents controversy (a.k.a. ""Rathergate"") in the days leading up to the 2004 presidential election. When veteran newscaster Dan Rather and CBS News head Mary Mapes choose to air a segment on 60 Minutes exposing how President Bush avoided being drafted to Vietnam through his father's political advantages, the resulting fallout ultimately costs them their jobs and reputations.",https://hydramovies.com/wp-content/uploads/2018/04/Truth-Movie-Poster.jpg,tt3859076,6.8,125,English,MqOz8-Sto1g
"Kevin Hart: I'm a Grown Little Man","Kevin Hart: I'm a Grown Little Man (2009)",2009,Comedy|Documentary,"With his wisecracking one-of-a-kind style of comedy, Kevin Hart pokes fun at everyone - even his audience.",https://hydramovies.com/wp-content/uploads/2018/04/Kevin-Hart-Im-a-Grown-Little-Man-Movie-Poster.jpg,tt1420554,7.8,73,English,4I9CwlPk8GE
"Frozen Fever","Frozen Fever (2015)",2015,Action|Adventure|Animation|Comedy|Family,"It's Anna's birthday and Elsa plans to throw her the perfect surprise party with the help of Kristoff and Olaf. However, after planning the huge party and as Anna is being led on a ""party treasure hunt,"" Elsa finds that she has caught a cold. She starts sneezing and produces a group of small, cute snow people, much like Olaf, with each sneeze. After some near-misses, a very exhausted Elsa finally makes it with Anna to the courtyard where the party has been arranged. It is a big hit, and at last Anna manages to convince Elsa into letting her to lead her to bed and take care of her. Meanwhile, Olaf has taken the tiny snow creatures under his wing and takes them to Elsa's ice castle with the help of Kristoff.",https://hydramovies.com/wp-content/uploads/2018/04/Frozen-Fever-Movie-Poster.jpg,tt4007502,6.9,8,English,bQRLVxZHKPs
Deathgasm,"Deathgasm (2015)",2015,Action|Comedy|Horror|Music,"Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.",https://hydramovies.com/wp-content/uploads/2018/04/Deathgasm-Movie-Poster.jpg,tt3705412,6.3,86,English,Cg-c7UpJZLQ
Life,"Life (2015)",2015,Action|Biography|Drama,"A snapshot in time-the film chronicles the story behind the 1955 LIFE magazine photo thread by Dennis Stock of then-rising star, James Dean, and gives us an inside look at some of Hollywood's most iconic images and into the life of a gifted, but troubled man.",https://hydramovies.com/wp-content/uploads/2018/04/Life-Movie-Poster-1.jpg,tt2948840,6,111,English,_ctOgZ5K5to
"King Solomon's Mines","King Solomon's Mines (2004)",2004,Action|Adventure|Fantasy|Romance,"An adventurous quest for a treasure hidden in King Solomon's mines, based on H. Rider Haggard's timeless tale.",https://hydramovies.com/wp-content/uploads/2018/04/King-Solomons-Mines-Movie-Poster.jpg,tt0397501,6,0,English,IzBCUkFVgx0
Goosebumps,"Goosebumps (2015)",2015,Action|Adventure|Comedy|Family|Fantasy,"First this is all about monsters and any kind of supernatural .After going to a new small town,the teenager boy Zach Cooper (Dylan Minnette) he meets the beautiful girl, Hannah (Odeya Rush), living right next door. But every silver lining has a cloud, and Zach's comes when he learns that Hannah has a mysterious dad who is revealed to be R. L. Stine (Jack Black), the author of the bestselling Goosebumps series. It turns out that there is a reason why Stine is so strange... he is a prisoner of his own imagination - the monsters that his books made famous are real, and Stine protects his readers by keeping them locked up in their books. Zach unintentionally unleashes the monsters from their manuscripts and they begin to terrorize the town, it's suddenly up to Stine, Zach, Hannah, and Zach's friend Champ (Ryan Lee) they all do their best to back all of the monsters in the book.",https://hydramovies.com/wp-content/uploads/2018/04/Goosebumps-Movie-Poster.jpg,tt1051904,6.3,103,English,7Cn716jv61s
Max,"Max (2015)",2015,Action|Adventure|Drama|Family|Fantasy,"When Kyle Wincott is killed in the war, his war dog, Max, suffers from stress. Max is to be put down because he has trouble listening to anyone else, until he meets Justin, Kyle's brother. Justin adopts and saves Max. Then both of their lives will never be the same again.",https://hydramovies.com/wp-content/uploads/2018/04/Max-Movie-Poster.jpg,tt3369806,6.8,111,English,4tgxoas-36Y
"Fathers & Daughters","Fathers & Daughters (2015)",2015,Action|Drama,"A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.",https://hydramovies.com/wp-content/uploads/2018/04/Fathers-Daughters-Movie-Poster.jpg,tt2582502,7.1,116,English,YZ-6gOCidMY
"Ninja: Shadow of a Tear","Ninja: Shadow of a Tear (2013)",2013,Action|Crime|Thriller,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",https://hydramovies.com/wp-content/uploads/2018/04/Ninja-Shadow-of-a-Tear-Movie-Poster.jpg,tt2458106,6.2,95,English,Dxmal-7WmyA
"Dragon Blade","Dragon Blade (2015)",2015,Action|Adventure|Drama|History,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An and his group of trained warriors teams up with an elite legion of defected Roman soldiers led by General Lucius to maintain the delicate balance of power in the region. To protect his country and his new friends, Huo An gathers the warriors of thirty-six ethnic nations together to fight Tiberius in an incredible epic battle.",https://hydramovies.com/wp-content/uploads/2018/04/Dragon-Blade-Movie-Poster.jpg,tt3672840,6.1,127,English,kUs8tWJ0EWM
"Killing Kennedy","Killing Kennedy (2013)",2013,Action|Drama|Thriller,"Based on Bill O'Reilly and Martin Dugard's best seller comes this shocking thriller starring Rob Lowe and Ginnifer Goodwin. As John F. Kennedy (Lowe) rises to become U.S. president, a former Marine grows disillusioned with America. When their paths ultimately cross, the course of history is changed forever as seen in this mesmerizing film about the assassination of JFK - and its chilling aftermath.",https://hydramovies.com/wp-content/uploads/2018/04/Killing-Kennedy-Movie-Poster.jpg,tt2815030,6,87,English,GTT8S7LS0rY
"Before We Go","Before We Go (2014)",2014,Action|Comedy|Drama|Romance,"A woman misses the 1:30 train from New York to Boston and a street musician spends the night trying to help her make it back home before her husband does. Throughout the night they learn a lot about one another and eventually find a romance.",https://hydramovies.com/wp-content/uploads/2018/04/Before-We-Go-Movie-Poster.jpg,tt0443465,6.8,95,English,vNzaiGzPoUg
"The Condemned","The Condemned (2007)",2007,Action|Crime|Thriller,"The story of Jack Conrad, who is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",https://hydramovies.com/wp-content/uploads/2018/04/The-Condemned-Movie-Poster.jpg,tt0443473,6.1,0,English,tSsuNN6jEjQ
"Goal! The Dream Begins","Goal! The Dream Begins (2005)",2005,Action|Drama|Romance|Sport,"Santiago's father, Hernan Munez, smuggled his penniless Mexican family over the US border to seek a better, albeit modest future in L.A. Eldest son Santiago dreams of more, like native Angelinos, then joining Hernan's gardening firm. His change arrives when a British ex-pro spots him as an exceptional soccer natural and promises he can arrange a real British talent scout to check him out. Although that falls trough and dad forbids it, Santiago accepts grandma's savings to try out with English premier league club Newcastle. Despite his asthma, he gets in and befriends the freshly transferred, desperately undisciplined bad boy star scorer, party animal Gavin Harris, who becomes his bothersome house-mate, a recipe for trouble and yet each's salvation.",https://hydramovies.com/wp-content/uploads/2018/04/Goal-The-Dream-Begins-Movie-Poster.jpg,tt0380389,6.7,118,English,67LM5X9-MHA
Solace,"Solace (2015)",2015,Action|Crime|Drama|Mystery|Thriller,"A psychic doctor, John Clancy (Sir Anthony Hopkins), works with an F.B.I. Special Agent (Jeffrey Dean Morgan) in search of serial killer Charles Ambrose (Colin Farrell). After having lived in isolation for two years, since the death of his daughter, Clancy is asked by his friend Joe, an F.B.I. Special Agent to help him solve several murders committed by a serial killer. The problem is that Ambrose is also psychic, and far ahead of Clancy.",https://hydramovies.com/wp-content/uploads/2018/04/Solace-Movie-Poster.jpg,tt1291570,6.4,101,English,Lq86v60c_Jo
"Straight Outta Compton","Straight Outta Compton (2015)",2015,Action|Biography|Crime|Drama|History,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music. Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels-armed only with their lyrics, swagger, bravado and raw talent-stood up to the authorities that meant to keep them down and formed the world's most dangerous group, N.W.A. And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",https://hydramovies.com/wp-content/uploads/2018/04/Straight-Outta-Compton-Movie-Poster.jpg,tt1398426,7.9,147,English,rsbWEF1Sju0
Experimenter,"Experimenter (2015)",2015,Action|Biography|Drama|History,"Experimenter is based on the true story of famed social psychologist Stanley Milgram, who in 1961 conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey by using electric shock. We follow Milgram, from meeting his wife Sasha through his controversial experiments that sparked public outcry.",https://hydramovies.com/wp-content/uploads/2018/04/Experimenter-Movie-Poster.jpg,tt3726704,6.6,98,English,O1VOZhwRvWo
Ashby,"Ashby (2015)",2015,Action|Comedy|Drama|Romance,"ASHBY is a coming of age/approaching death comedy drama. A seventeen-year-old kid (Ed) trying to understand who he wants to be in the world, befriends a terminally ill ex-CIA contract killer (Ashby) who is trying to make peace with his life and God before he goes. 'Making peace' might just entail killing three old bosses who have tricked him into breaching his strange moral code.",https://hydramovies.com/wp-content/uploads/2018/04/Ashby-Movie-Poster.jpg,tt3774466,6.4,100,English,lNlMsJWb1KM
Woodlawn,"Woodlawn (2015)",2015,Action|Drama|Sport,"A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.",https://hydramovies.com/wp-content/uploads/2018/04/Woodlawn-Movie-Poster.jpg,tt4183692,6.5,123,English,BRQaEJv9qIk
"The Intern","The Intern (2015)",2015,Action|Comedy|Drama,"A retired 70-year-old widower, Ben (played by Robert De Niro), is bored with retired life. He applies to a be a senior intern at an online fashion retailer and gets the position. The founder of the company is Jules Ostin (Anne Hathaway), a tireless, driven, demanding, dynamic workaholic. Ben is made her intern, but this is a nominal role - she doesn't intend to give him work and it is just window dressing. However, Ben proves to be quite useful and, more than that, a source of support and wisdom.",https://hydramovies.com/wp-content/uploads/2018/04/The-Intern-Movie-Poster.jpg,tt2361509,7.1,121,English,ZU3Xban0Y6A
"45 Years","45 Years (2015)",2015,Action|Drama|Romance,"Kate and Geoff Mercer are planning to celebrate their 45th wedding anniversary with dozens of friends. The event is to take place soon in the community hall of Norwich, the town near which they live. A week before the party, Geoff receives a letter which, although he tries to hide it, obviously troubles him. When his wife asks him what is going on, Geoff tells her that the body of Katya, his first great love who disappeared fifty years before in the Alps, has just been found in a melting glacier. From then on, Geoff starts behaving more and more strangely and for the first time after so many years Kate asks herself who the man she married so long ago really is.",https://hydramovies.com/wp-content/uploads/2018/04/45-Years-Movie-Poster.jpg,tt3544082,7.1,91,English,Tg5cpiX18TA
"Ship of Theseus","Ship of Theseus (2012)",2012,Action|Drama,"If the parts of a ship are replaced, bit-by-bit, is it still the same ship? A celebrated experimental photographer struggles with the loss of her intuitive genius as an unexpected aftermath of a physical change; an intellectual monk confronting a complex ethical dilemma with a long held ideology, has to choose between principle and death; and a young stockbroker, following the trail of a stolen kidney, learns how intricate morality could be. These disparate characters manifest philosophical dilemmas in their personal lives, but their narratives converge to reveal an even larger fabric of connections, meaning, beauty, existence and death in a delicately poetic finale.",https://hydramovies.com/wp-content/uploads/2018/04/Ship-of-Theseus-Movie-Poster.jpg,tt1773764,8.1,140,English,p5xt0cKasDw
"Oliver Twist","Oliver Twist (2005)",2005,Action|Crime|Drama,"In the Nineteenth Century, orphan Oliver Twist is sent from the orphanage to a workhouse, where the children are mistreated and barely fed. He moves to the house of an undertaker, but after an unfair severe spank, he starts a seven day runaway to London. He arrives exhausted and starving, and is soon welcomed in a gang of pickpockets lead by the old crook Fagin. When he is mistakenly taken as a thief, the wealthy victim Mr. Brownlow brings Oliver to his home and shelters him. But Fagin and the dangerous Bill Sykes decide to kidnap Oliver to burglarize Mr. Brownlow's fancy house.",https://hydramovies.com/wp-content/uploads/2018/04/Oliver-Twist-Movie-Poster.jpg,tt0380599,6.9,130,English,https://www.youtube.
Burnt,"Burnt (2015)",2015,Action|Comedy|Drama,"Chef Adam Jones (Bradley Cooper) had it all - and lost it. A two-star Michelin rockstar with the bad habits to match, the former enfant terrible of the Paris restaurant scene did everything different every time out, and only ever cared about the thrill of creating explosions of taste. To land his own kitchen and that third elusive Michelin star though, he'll need the best of the best on his side, including the beautiful Helene (Sienna Miller).",https://hydramovies.com/wp-content/uploads/2018/04/Burnt-Movie-Poster.jpg,tt2503944,6.6,101,English,IiGJlUVQDGk
"The Diary of a Teenage Girl","The Diary of a Teenage Girl (2015)",2015,Action|Drama|Romance,"A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.",https://hydramovies.com/wp-content/uploads/2018/04/The-Diary-of-a-Teenage-Girl-Movie-Poster.jpg,tt3172532,6.9,102,English,M9LNsSjnqBM
"Paper Man","Paper Man (2009)",2009,,"A coming-of-middle-age comedy that chronicles the unlikely friendship between failed author Richard Dunne and a Long Island teen who teaches him a thing or two about growing up, all under the disapproving eye of his long-suffering wife and his imaginary Superhero friend.",https://hydramovies.com/wp-content/uploads/2018/04/Paper-Man-Movie-Poster.jpg,tt0437405,6.6,110,English,81naJWXRuSk
"The Martian","The Martian (2015)",2015,Action|Adventure|Comedy|Drama|Sci-Fi,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible, rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return.",https://hydramovies.com/wp-content/uploads/2018/04/The-Martian-Movie-Poster.jpg,tt3659388,8,144,English,ej3ioOneTy8
"Brandon Semenuk's Rad Company","Brandon Semenuk's Rad Company (2014)",2014,Action|Adventure|Documentary|Music|Sport,"RAD COMPANY will take the audience on a high performance visual ride around the globe. Stunning imagery, progressive action, a plethora of riding and filming styles as well as cutting edge after effects - the film will pick up where the iconic NWD franchise ended nearly five years ago.",https://hydramovies.com/wp-content/uploads/2018/04/Brandon-Semenuks-Rad-Company-Movie-Poster.jpg,tt3826150,6.7,62,English,dr-4LbSSriY
"Irrational Man","Irrational Man (2015)",2015,Action|Comedy|Crime|Drama|Mystery,"A new philosophy professor arrives on a small town campus near Newport, Rhode Island. His name, Abe Lucas. His reputation : bad. Abe is said to be a womanizer and an alcoholic. But what people do not know is that he is a disillusioned idealist. Since he has become aware of his inability to change the world, he has indeed been living in a state of deep nihilism and arrogant desperation. In class, he only goes through the motions and outside he drinks too much. But as far as sex is concerned, he is just a shadow of himself now: depression is not synonymous with Viagra! For all that, he can't help being attracted to one of his students, pretty and bright Jill Pollard. He enters into a relationship with her which remains platonic, even if Jill would not say no to more. The situation remains unchanged for a while until, one day, in a diner, Abe and Jill surprise a conversation that will change the course of their lives dramatically...",https://hydramovies.com/wp-content/uploads/2018/04/Irrational-Man-Movie-Poster.jpg,tt3715320,6.6,95,English,hP8mPkyBntw
"Hotel Transylvania 2","Hotel Transylvania 2 (2015)",2015,Action|Animation|Comedy|Family|Fantasy,"The Drac pack is back for an all-new monster comedy adventure in Sony Pictures Animation's Hotel Transylvania 2! Everything seems to be changing for the better at Hotel Transylvania... Dracula's rigid monster-only hotel policy has finally relaxed, opening up its doors to human guests. But behind closed coffins, Drac is worried that his adorable half-human, half-vampire grandson, Dennis, isn't showing signs of being a vampire. So while Mavis is busy visiting her human in-laws with Johnny - and in for a major cultural shock of her own - ""Vampa"" Drac enlists his friends Frank, Murray, Wayne and Griffin to put Dennis through a ""monster-in-training"" boot camp. But little do they know that Drac's grumpy and very old, old, old school dad Vlad is about to pay a family visit to the hotel. And when Vlad finds out that his great-grandson is not a pure blood - and humans are now welcome at Hotel Transylvania - things are going to get batty!",https://hydramovies.com/wp-content/uploads/2018/04/Hotel-Transylvania-2-Movie-Poster.jpg,tt2510894,6.7,89,English,T3nqmGgnJe8
"Infinitely Polar Bear","Infinitely Polar Bear (2014)",2014,Action|Comedy|Drama|Romance,"In the late 70's, in Boston, the bipolar Cameron ""Cam"" Stuart lives with his mulatto wife Maggie and their daughters Amelia and Faith in an isolated house in the countryside. When Cam is fired from his job, he has a mental breakdown and Maggie is forced to institutionalize him. When he is released, he moves to a small apartment while Maggie works to support the children. She decides to apply to an MBA to improve her income and she is accepted by the Columbia University in New York. She asks Cam to take care of the girls for eighteen months and he agrees despite his fears. Maggie moves to New York and Cam is responsible for Amelia and Faith education. Will the scheme work?",https://hydramovies.com/wp-content/uploads/2018/04/Infinitely-Polar-Bear-Movie-Poster.jpg,tt1969062,7,90,English,fvjS7rN8HT0
"Sleeping with Other People","Sleeping with Other People (2015)",2015,Action|Comedy|Drama|Romance,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey (Alison Brie) and Jake (Jason Sudeikis) meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",https://hydramovies.com/wp-content/uploads/2018/04/Sleeping-with-Other-People-Movie-Poster.jpg,tt3165612,6.5,101,English,X8LwT6OWQwY
"Scouts Guide to the Zombie Apocalypse","Scouts Guide to the Zombie Apocalypse (2015)",2015,Action|Comedy|Horror,"A reckless janitor accidentally releases a zombie from a laboratory of research. Meanwhile, the teenagers scouts Ben Goudy and Carter Grant decide to camp for the last time since they are too old to be scouts. The problem is that they do not want to harm the feelings of their friend Augie Foster and the Scout Leader Rogers. They have a flat tire after hitting a deer on the road and Carter's sister Kendall Grant, her boyfriend and her friend Chloe stop their Jeep to see whether they need a ride. They invite Ben and Carter to go to a party in the night. The two scouts leave the camping during the night to go to the party. When they drive through the town, they do not see a living soul and they decide to visit a night-club since the bouncer is not at the door. They discover that people have turned into zombies and they team-up with Ben's recent acquaintance Denise Russo, who is bartender in the nightclub, and Augie that was left alone at the camp and came to the town. Soon they discover ...",https://hydramovies.com/wp-content/uploads/2018/04/Scouts-Guide-to-the-Zombie-Apocalypse-Movie-Poster.jpg,tt1727776,6.3,93,English,dTx99deorSU
Sicario,"Sicario (2015)",2015,Action|Crime|Drama|Mystery|Thriller,"When drug violence worsens on the USA Mexico border, the FBI sends an idealistic agent, Kate Macer (Emily Blunt) on a mission to eradicate a drug cartel responsible for a bomb that had killed members of her team.",https://hydramovies.com/wp-content/uploads/2018/04/Sicario-Movie-Poster.jpg,tt3397884,7.6,121,English,G8tlEcnrGnU
"The Walk","The Walk (2015)",2015,Action|Adventure|Biography|Crime|Drama,"Twelve people have walked on the moon, but only one man - Philippe Petit (Joseph Gordon-Levitt) - has ever, or will ever, walk in the immense void between the World Trade Center towers. Guided by his real-life mentor, Papa Rudy (Ben Kingsley), and aided by an unlikely band of international recruits, Petit and his gang overcome long odds, betrayals, dissension and countless close calls to conceive and execute their mad plan. Robert Zemeckis, the director of such marvels as Forrest Gump, Cast Away, Back to the Future, Polar Express and Flight, again uses cutting edge technology in the service of an emotional, character-driven story. With innovative photorealistic techniques and IMAX 3D wizardry, The Walk is true big-screen cinema, a chance for moviegoers to viscerally experience the feeling of reaching the clouds. The film, a PG-rated, all-audience entertainment for moviegoers 8 to 80, unlike anything audiences have seen before, is a love letter to Paris and New York City in the 1970s, ...",https://hydramovies.com/wp-content/uploads/2018/04/The-Walk-Movie-Poster.jpg,tt3488710,7.3,123,English,4W6byFcD5uE
"The Visit","The Visit (2015)",2015,Comedy|Horror|Thriller,"Two children spend a week at their grandparents' house while their single mom goes on a relaxing vacation with her boyfriend. Becca decides to film a documentary about her grandparents to help her mom reconnect with her parents, and to find out some things about her parents as well. While filming, Becca and her little brother Tyler discover a dark secret about their grandparents.",https://hydramovies.com/wp-content/uploads/2018/04/The-Visit-Movie-Poster.jpg,tt3567288,6.2,94,English,0Fv3gU-ed7Y
"Being AP","Being AP (2015)",2015,Action|Documentary|Sport,"'Being AP' premiered at Toronto Film Festival 2015, and documents one of Northern Ireland's greatest ever sportsmen during his last racing season. The story of AP's final season is a fascinating mix of sacrifice, doubt, decisions, triumphs and failures, injury and ultimately, finding a way to leave the stage. With unprecedented access to a top athlete, the film tracks all the elements that make up McCoy's life. We see him in action at racecourses across the UK and Ireland. We are with him at the Cheltenham Festival and Aintree. We see him struggling with injury at home, setting himself new targets and grappling with the decision whether to retire or not. We track the successful early part of the season, when AP harbours the outrageous idea of riding 300 winners in a season. We see the shattering effect of injury on body and psyche. We witness the torment of deciding whether this is to be his last season, and we are there as he goes through the public agony of playing out his ...",https://hydramovies.com/wp-content/uploads/2018/04/Being-AP-Movie-Poster.jpg,tt3916100,6.3,103,English,mrIbDGwwE7Y
Everest,"Everest (2015)",2015,Action|Adventure|Biography|Drama|History,"On the morning of May 10, 1996, climbers from two commercial expeditions start their final ascent toward the summit of Mount Everest, the highest point on Earth. With little warning, a violent storm strikes the mountain, engulfing the adventurers in one of the fiercest blizzards ever encountered by man. Challenged by the harshest conditions imaginable, the teams must endure blistering winds and freezing temperatures in an epic battle to survive against nearly impossible odds.",https://hydramovies.com/wp-content/uploads/2018/04/Everest-Movie-Poster.jpg,tt2719848,7.1,121,English,5ZQVpPiOji0
